Pathway	ERR1960500	ERR1960501	ERR1960503	ERR1960504	ERR1960505	ERR1960506	ERR1960507	ERR1960508	ERR1960509	ERR1960510	ERR1960511	ERR1960512	ERR1960513	ERR1960515	ERR3078909	ERR3078910	ERR3078911	ERR3078912	ERR3078913	ERR3890090	ERR3890091	ERR3890092	ERR3890093	ERR3890094	ERR3890095	ERR3890096	ERR3890097	ERR3890098	ERR3890099	ERR3890100	ERR3890102	ERR3890103	ERR3890104	ERR3890105	ERR3890106	ERR3890107	ERR3890108	ERR3890109	ERR3890110	ERR3890111	ERR3890112	SRR12277191	SRR12277192	SRR12277193	SRR12277194	SRR12277195	SRR12277196	SRR12277197	SRR12277198	SRR12277199	SRR12277200	SRR12277201	SRR12277202	SRR13106729	SRR13106730	SRR13106731	SRR13106732	SRR13106733	SRR13106734	SRR13106735	SRR13106736	SRR13106737	SRR13106738	SRR13106739	SRR13106740
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)|unclassified	0	8.47E-05	0.000121311	0.000119858	0.000109008	8.80E-05	0	8.26E-05	6.54E-05	0.000237686	7.83E-05	0.000157652	0.000128684	0.000172094	8.18E-05	0.00013009	0.000118293	0.000117351	0.00013289	8.94E-05	4.89E-05	5.83E-05	6.43E-05	5.52E-05	4.08E-05	3.30E-05	6.81E-05	6.69E-05	5.24E-05	0.000103654	6.36E-05	8.60E-05	0.000129059	7.54E-05	0.000122668	8.74E-05	7.71E-05	0.000103752	6.57E-05	0.000142961	0	0.000183694	9.79E-05	9.61E-05	9.48E-05	0.00014139	0.000130672	0.000126049	0.000148213	0.00018737	0.000180773	8.78E-05	8.99E-05	0	0	0.000204232	0.000190271	0.000183305	0.000177693	0.00014958	0.000158561	7.48E-05	1.83E-06	0.000142028	0.000156463
PWY-3941: &beta;-alanine biosynthesis II	0	0	0	5.38E-07	0	0	0	0	0	0	0	0	0	0	1.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3941: &beta;-alanine biosynthesis II|unclassified	0	0	0	5.36E-07	0	0	0	0	0	0	0	0	0	0	1.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4041: &gamma;-glutamyl cycle	0	0	0	1.23E-06	0	0	0	0	0	3.23E-06	1.45E-06	5.23E-06	0	7.23E-06	0	2.48E-06	0	0	0	3.61E-06	3.29E-06	0	8.97E-06	0	0	0	2.76E-06	0	1.90E-06	4.80E-06	1.41E-06	4.32E-06	4.69E-06	2.07E-06	1.10E-06	4.42E-06	3.56E-06	3.67E-06	3.08E-06	0.000292747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-06	8.57E-06	5.15E-06	5.63E-06	4.43E-07	6.16E-07	0	0	0	3.28E-07
PWY-4041: &gamma;-glutamyl cycle|unclassified	0	0	0	1.23E-06	0	0	0	0	0	3.23E-06	1.45E-06	5.23E-06	0	7.23E-06	0	2.48E-06	0	0	0	3.61E-06	3.29E-06	0	8.97E-06	0	0	0	2.76E-06	0	1.90E-06	4.80E-06	1.41E-06	4.20E-06	4.67E-06	2.07E-06	1.10E-06	4.42E-06	3.56E-06	3.67E-06	3.08E-06	0.000268728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99E-06	8.57E-06	5.15E-06	5.63E-06	4.43E-07	6.16E-07	0	0	0	3.28E-07
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0	0	0	0	0	0	0	0	0	5.28E-07	0	0	0	9.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I|unclassified	0	0	0	0	0	0	0	0	0	5.28E-07	0	0	0	9.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4702: phytate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4702: phytate degradation I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4722: creatinine degradation II	0	0	0	2.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43E-07	1.81E-06
PWY-4722: creatinine degradation II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43E-07	1.81E-06
PWY-4984: urea cycle	0	4.43E-05	4.76E-05	8.00E-05	6.31E-05	3.84E-05	9.76E-06	4.43E-05	3.94E-05	6.65E-05	3.59E-05	4.27E-05	3.98E-05	3.41E-05	6.57E-05	4.98E-05	4.32E-05	5.17E-05	4.27E-05	1.42E-05	2.07E-05	1.83E-05	2.29E-05	1.67E-05	1.12E-05	6.73E-06	2.33E-05	2.34E-05	2.09E-05	3.16E-05	5.80E-06	3.47E-05	3.96E-05	1.24E-05	5.29E-06	2.67E-05	1.67E-05	2.92E-05	2.98E-05	6.37E-05	0	0.000114432	8.65E-05	9.64E-05	8.64E-05	7.50E-05	7.89E-05	7.36E-05	8.89E-05	0.000122248	0.000123838	5.74E-05	5.41E-05	0	0	1.15E-05	6.21E-06	1.15E-05	1.94E-05	7.33E-05	7.15E-05	0	0	6.64E-05	6.79E-05
PWY-4984: urea cycle|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	6.31E-07	4.24E-06	4.07E-06	0	0	0	0	0	0	0	0	0	3.59E-06	8.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle|unclassified	0	4.43E-05	4.66E-05	7.54E-05	5.87E-05	3.79E-05	9.76E-06	4.43E-05	3.94E-05	6.65E-05	3.59E-05	4.27E-05	3.97E-05	3.41E-05	6.08E-05	4.89E-05	4.30E-05	5.14E-05	4.27E-05	1.42E-05	2.07E-05	1.83E-05	2.29E-05	1.67E-05	1.12E-05	6.73E-06	2.33E-05	2.34E-05	2.09E-05	3.16E-05	5.80E-06	3.46E-05	3.95E-05	1.24E-05	5.29E-06	2.67E-05	1.67E-05	2.92E-05	2.98E-05	1.66E-05	0	0.000114432	8.65E-05	9.64E-05	8.64E-05	7.50E-05	7.89E-05	7.36E-05	8.89E-05	0.000122248	0.000123838	5.74E-05	5.39E-05	0	0	1.15E-05	6.21E-06	1.15E-05	1.94E-05	7.33E-05	7.15E-05	0	0	6.64E-05	6.79E-05
PWY-5005: biotin biosynthesis II	0	0	3.16E-07	0	0	0	0	0	0	0	0	0	0	7.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5005: biotin biosynthesis II|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5005: biotin biosynthesis II|unclassified	0	0	3.16E-07	0	0	0	0	0	0	0	0	0	0	7.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5022: 4-aminobutanoate degradation V	0	0	0	3.60E-06	0	0	0	0	0	1.56E-05	2.52E-06	1.09E-05	4.59E-07	1.20E-05	0	0	9.69E-07	0	0	6.18E-06	5.45E-06	0	0	2.68E-06	3.56E-06	0	5.50E-06	8.63E-06	2.68E-06	5.09E-06	5.46E-06	2.51E-06	8.33E-06	1.17E-06	6.64E-06	5.82E-06	5.73E-06	1.01E-05	3.00E-06	0	0	0	0	0	0	0	1.25E-06	0	0	0	0	0	0	0	0	4.80E-06	3.92E-06	4.26E-06	2.57E-06	0	1.68E-06	0	0	0	7.66E-07
PWY-5022: 4-aminobutanoate degradation V|unclassified	0	0	0	3.59E-06	0	0	0	0	0	1.56E-05	2.52E-06	1.09E-05	4.59E-07	1.20E-05	0	0	9.67E-07	0	0	6.18E-06	5.45E-06	0	0	2.68E-06	3.56E-06	0	5.50E-06	8.63E-06	2.68E-06	5.09E-06	5.46E-06	2.51E-06	8.33E-06	1.17E-06	6.64E-06	5.82E-06	5.73E-06	1.01E-05	3.00E-06	0	0	0	0	0	0	0	1.25E-06	0	0	0	0	0	0	0	0	4.80E-06	3.92E-06	4.26E-06	2.57E-06	0	1.68E-06	0	0	0	7.66E-07
PWY-5028: L-histidine degradation II	0	0	4.08E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-06	4.42E-06	0	0	1.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-06
PWY-5028: L-histidine degradation II|unclassified	0	0	4.08E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42E-06	4.42E-06	0	0	1.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16E-06
PWY-5030: L-histidine degradation III	0	8.17E-06	4.24E-06	2.30E-05	1.47E-05	1.22E-05	0	9.10E-06	5.14E-06	4.11E-05	5.11E-06	4.25E-05	1.43E-05	5.50E-05	3.07E-06	5.42E-06	8.46E-06	5.31E-06	1.42E-05	5.31E-06	1.11E-05	8.04E-06	3.61E-06	3.85E-06	0	3.68E-06	5.78E-06	4.61E-06	5.43E-06	8.14E-06	4.83E-06	9.86E-06	1.13E-05	4.93E-06	1.05E-05	1.25E-05	1.04E-05	8.94E-06	3.33E-06	0	0	3.16E-06	7.96E-06	2.34E-06	1.44E-06	0	0	0	1.26E-06	0	2.18E-06	0	0	0	0	1.69E-06	4.49E-06	1.79E-06	0	1.05E-05	1.03E-05	4.36E-06	0	4.91E-06	7.23E-06
PWY-5030: L-histidine degradation III|unclassified	0	8.17E-06	4.24E-06	2.30E-05	1.47E-05	1.22E-05	0	9.10E-06	5.14E-06	4.11E-05	5.10E-06	4.25E-05	1.43E-05	5.49E-05	3.06E-06	5.42E-06	8.45E-06	5.30E-06	1.42E-05	5.31E-06	1.11E-05	8.04E-06	3.61E-06	3.85E-06	0	3.68E-06	5.78E-06	4.61E-06	5.43E-06	8.14E-06	4.83E-06	9.85E-06	1.13E-05	4.93E-06	1.05E-05	1.25E-05	1.04E-05	8.94E-06	3.33E-06	0	0	3.16E-06	7.96E-06	2.34E-06	1.44E-06	0	0	0	1.26E-06	0	2.18E-06	0	0	0	0	1.69E-06	4.49E-06	1.79E-06	0	1.05E-05	1.03E-05	4.36E-06	0	4.91E-06	7.23E-06
PWY-5055: nicotinate degradation III	0	0	0	0	0	0	0	0	0	8.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5055: nicotinate degradation III|unclassified	0	0	0	0	0	0	0	0	0	8.00E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5080: very long chain fatty acid biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	1.62E-07	0	6.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5080: very long chain fatty acid biosynthesis I|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	1.62E-07	0	6.70E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	0	4.67E-05	7.75E-05	0.000105026	0.000102539	5.98E-05	6.30E-06	6.95E-05	4.61E-05	0.000117355	4.95E-05	0.000125119	7.41E-05	0.000106127	5.94E-05	9.43E-05	8.24E-05	8.37E-05	7.57E-05	6.45E-05	8.88E-05	5.46E-05	3.46E-05	2.66E-05	3.41E-05	2.93E-05	4.86E-05	5.37E-05	3.81E-05	5.73E-05	4.44E-05	5.65E-05	9.31E-05	0.000110137	7.05E-05	4.69E-05	4.23E-05	5.92E-05	3.38E-05	0.000297594	0	0.000137584	6.12E-05	6.42E-05	6.80E-05	8.09E-05	6.89E-05	8.29E-05	9.40E-05	0.000143084	0.000125244	5.48E-05	6.54E-05	0	0	0.000107343	8.91E-05	0.000108446	9.62E-05	7.70E-05	9.09E-05	6.82E-05	0	8.51E-05	9.04E-05
PWY-5097: L-lysine biosynthesis VI|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	2.87E-06	6.79E-06	7.64E-06	0	0	0	0	0	0	0	0	0	7.43E-06	2.62E-06	0	3.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Limnoraphis.s__Limnoraphis_robusta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	2.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|unclassified	0	4.66E-05	7.37E-05	9.74E-05	9.38E-05	5.85E-05	6.30E-06	6.95E-05	4.61E-05	0.000117334	4.93E-05	0.000125119	7.34E-05	0.000106127	5.15E-05	8.84E-05	7.88E-05	8.00E-05	7.57E-05	6.45E-05	8.88E-05	5.46E-05	3.46E-05	2.66E-05	3.41E-05	2.93E-05	4.86E-05	5.37E-05	3.81E-05	5.73E-05	4.44E-05	5.48E-05	9.26E-05	0.000110137	7.05E-05	4.69E-05	4.23E-05	5.92E-05	3.38E-05	0.000185371	0	0.000137584	6.12E-05	6.42E-05	6.80E-05	8.09E-05	6.89E-05	8.29E-05	9.40E-05	0.000143084	0.000125244	5.48E-05	6.52E-05	0	0	0.000107343	8.91E-05	0.000108446	9.62E-05	7.70E-05	9.09E-05	6.82E-05	0	8.51E-05	9.04E-05
PWY-5100: pyruvate fermentation to acetate and lactate II	0	7.26E-06	1.59E-05	6.97E-05	4.58E-05	3.71E-06	1.07E-05	3.75E-05	2.26E-05	0.000116824	2.30E-05	9.74E-05	1.13E-06	0.000106639	1.34E-05	1.51E-06	3.24E-06	5.52E-06	7.05E-06	1.63E-05	3.35E-05	1.83E-05	1.97E-05	1.66E-05	1.32E-05	9.66E-06	1.55E-05	2.22E-05	7.91E-06	3.54E-05	1.88E-05	2.74E-05	4.41E-05	2.22E-05	4.04E-05	2.45E-05	2.51E-05	2.32E-05	2.15E-05	0.00023582	0	2.33E-06	7.44E-06	0	6.39E-06	5.58E-06	5.06E-06	1.32E-06	9.79E-07	1.42E-06	1.33E-06	6.67E-06	9.15E-06	0	0	6.77E-05	7.73E-05	5.52E-05	5.56E-05	1.24E-05	1.46E-05	8.55E-06	0	1.09E-05	1.01E-05
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.68E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	0	7.26E-06	1.59E-05	6.96E-05	4.58E-05	3.71E-06	1.07E-05	3.75E-05	2.26E-05	0.000116824	2.30E-05	9.74E-05	1.13E-06	0.000106639	1.34E-05	1.51E-06	3.24E-06	5.52E-06	7.05E-06	1.63E-05	3.35E-05	1.83E-05	1.97E-05	1.66E-05	1.30E-05	9.66E-06	1.55E-05	2.22E-05	7.91E-06	3.54E-05	1.88E-05	2.25E-05	4.40E-05	2.22E-05	4.04E-05	2.45E-05	2.51E-05	2.32E-05	2.15E-05	0.000157467	0	2.33E-06	7.44E-06	0	6.39E-06	5.58E-06	5.06E-06	1.32E-06	9.79E-07	1.42E-06	1.33E-06	6.67E-06	9.14E-06	0	0	6.77E-05	7.73E-05	5.52E-05	5.56E-05	1.24E-05	1.46E-05	8.55E-06	0	1.09E-05	1.01E-05
PWY-5101: L-isoleucine biosynthesis II	0	1.55E-06	2.04E-06	3.42E-06	1.61E-06	2.26E-06	0	2.41E-06	4.49E-06	3.85E-06	2.09E-06	5.11E-06	2.27E-06	1.29E-05	2.37E-06	0	0	1.41E-06	0	2.21E-06	1.08E-05	7.96E-06	0	1.59E-06	3.65E-06	6.23E-06	1.38E-06	6.59E-06	0	0	5.93E-06	2.34E-06	8.87E-07	0	3.50E-06	7.78E-06	0	1.51E-06	4.40E-06	0	0	0	0	0	1.57E-06	1.03E-06	0	0	0	0	0	0	1.35E-06	0	0	0	0	0	0	2.31E-06	1.46E-06	0	0	0	6.35E-07
PWY-5101: L-isoleucine biosynthesis II|unclassified	0	1.55E-06	2.04E-06	3.42E-06	1.61E-06	2.25E-06	0	2.41E-06	4.49E-06	3.85E-06	2.09E-06	5.11E-06	2.27E-06	1.29E-05	2.37E-06	0	0	1.41E-06	0	2.21E-06	1.08E-05	7.96E-06	0	1.59E-06	3.65E-06	6.23E-06	1.38E-06	6.59E-06	0	0	5.93E-06	2.34E-06	8.87E-07	0	3.50E-06	7.78E-06	0	1.51E-06	4.40E-06	0	0	0	0	0	1.57E-06	1.03E-06	0	0	0	0	0	0	1.30E-06	0	0	0	0	0	0	2.31E-06	1.46E-06	0	0	0	6.35E-07
PWY-5103: L-isoleucine biosynthesis III	0	0.000145352	0.000209773	0.000208667	0.000207722	0.000152883	3.05E-05	0.000152805	0.000122069	0.000209812	0.000119624	0.000204158	0.000169329	0.000195272	0.000153685	0.000244442	0.000204982	0.000242089	0.000210503	0.000116568	0.000158912	0.000107283	7.84E-05	8.14E-05	8.20E-05	5.02E-05	0.000101671	0.000132244	7.17E-05	0.000104214	9.48E-05	0.000104214	0.000195872	0.000164911	0.000143258	0.000106642	8.58E-05	0.000122728	0.000112442	0.000395545	0	0.000301848	0.000183235	0.000219873	0.000195612	0.000203553	0.000181716	0.000197027	0.000216232	0.000302822	0.000308769	0.000128408	0.000151787	0	0	0.000288702	0.000269448	0.000283344	0.00025786	0.000244918	0.000246662	0.000133487	1.99E-05	0.000255687	0.000271385
PWY-5103: L-isoleucine biosynthesis III|g__Bradyrhizobium.s__Bradyrhizobium_erythrophlei	0	0	6.49E-06	1.16E-05	1.18E-05	5.71E-06	0	0	0	0	0	0	0	0	1.52E-05	5.92E-06	4.41E-06	6.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Listeria.s__Listeria_monocytogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Mucilaginibacter.s__Mucilaginibacter_gotjawali	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Pseudomonas.s__Pseudomonas_fluorescens_group	0	0	0	0	0	0	0	0	0	0	0	0	2.89E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Thiodictyon.s__Candidatus_Thiodictyon_syntrophicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|unclassified	0	0.000144457	0.000196899	0.000195534	0.00019372	0.000146161	3.05E-05	0.00015205	0.000122069	0.000209766	0.000118934	0.000204158	0.000164819	0.00019496	0.000137851	0.000237796	0.000200095	0.00023491	0.000210503	0.000116568	0.000158912	0.000107283	7.84E-05	8.14E-05	8.16E-05	5.02E-05	0.000101671	0.000132244	7.17E-05	0.000104214	9.48E-05	0.000102091	0.000193757	0.000164911	0.000143258	0.000106642	8.58E-05	0.000122728	0.000112442	0.000289663	0	0.000301848	0.000183235	0.000219873	0.000195612	0.000203553	0.000181716	0.000197027	0.000216232	0.000302822	0.000308769	0.000128408	0.000150536	0	0	0.000288702	0.000269448	0.000283344	0.00025786	0.000244918	0.000246487	0.000133487	1.99E-05	0.000255687	0.000271385
PWY-5104: L-isoleucine biosynthesis IV	0	9.34E-06	1.23E-05	3.80E-05	3.55E-05	3.32E-06	0	2.93E-05	7.73E-06	2.56E-05	1.90E-05	2.55E-05	0	4.03E-05	9.58E-06	0	0	6.85E-06	0	8.79E-06	6.90E-06	7.50E-06	6.37E-06	8.48E-06	4.24E-06	0	2.97E-06	9.78E-06	1.69E-06	1.06E-05	1.41E-05	9.51E-06	2.35E-05	2.62E-05	2.28E-05	1.50E-05	2.09E-05	2.14E-05	1.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	1.40E-05	1.87E-05	2.00E-05	7.10E-06	9.82E-06	1.56E-05	0	5.80E-06	8.52E-06
